seqnames start end strand gene_id
27431 Zv9_scaffold3521 8263 11443 - ENSDARG00000091010
27432 chr25 37351762 37352073 + ENSDARG00000091011
27433 chr4 30743085 30743191 - ENSDARG00000091012
27434 chr4 31141125 31164251 - ENSDARG00000091013
27435 Zv9_scaffold3506 145973 169531 - ENSDARG00000091014
27436 chr23 37935481 38019298 + ENSDARG00000091015
27437 chr16 58344912 58350917 + ENSDARG00000091016
27438 chr17 50574632 50575685 - ENSDARG00000091017
27439 chr4 32432205 32432311 - ENSDARG00000091018
27440 chr23 36814998 36815118 - ENSDARG00000091019
27441 chr16 47575646 47590453 - ENSDARG00000091020
27442 Zv9_NA250 3 5858 - ENSDARG00000091021
27443 chr15 29226368 29226482 - ENSDARG00000091022
27444 chr9 57444202 57450916 - ENSDARG00000091023
27445 chr25 2294626 2323225 - ENSDARG00000091024
27446 chr3 7708389 7743022 - ENSDARG00000091025
27447 chr4 34035866 34054222 + ENSDARG00000091026
27448 chr2 2912958 2917596 + ENSDARG00000091027
27449 chr4 43835022 43847632 - ENSDARG00000091028
27450 chr14 14897680 14900802 - ENSDARG00000091029
27451 chr7 43206994 43207108 - ENSDARG00000091030
27452 chr23 12561523 12592554 + ENSDARG00000091031
27453 chr3 1982111 1988900 + ENSDARG00000091032
27454 chr7 48517958 48518072 + ENSDARG00000091033
27455 chr5 44027940 44028037 - ENSDARG00000091034
27456 chr4 41151258 41151806 - ENSDARG00000091035
27457 Zv9_scaffold3538 49100 49206 - ENSDARG00000091036
27458 chr4 45785957 45786063 - ENSDARG00000091037
27459 chr6 53349905 53364022 + ENSDARG00000091038
27460 chr8 35264283 35265416 + ENSDARG00000091039
27461 chr4 45794933 45795039 - ENSDARG00000091040
27462 chr13 50578041 50578173 - ENSDARG00000091041
27463 chr15 9512155 9514065 - ENSDARG00000091042
27464 chr14 2510483 2512858 + ENSDARG00000091043
27465 chr2 52814258 52828309 + ENSDARG00000091044
27466 chr4 42939902 42940008 - ENSDARG00000091045
27467 chr3 15855428 15855542 + ENSDARG00000091046
27468 Zv9_NA889 7221 10795 - ENSDARG00000091047
27469 chr4 28015955 28016086 + ENSDARG00000091048
27470 Zv9_scaffold3538 69817 72291 - ENSDARG00000091049
27471 chr5 44821277 44821392 - ENSDARG00000091050
27472 chr7 7264952 7265338 - ENSDARG00000091051
27473 Zv9_scaffold3480 74579 74685 + ENSDARG00000091052
27474 chr3 9943142 9959979 + ENSDARG00000091053
27475 Zv9_NA291 15506 16893 + ENSDARG00000091054
27476 Zv9_NA848 8526 23108 + ENSDARG00000091056
27477 chr6 19346306 19350099 - ENSDARG00000091057
27478 chr14 7733017 7751064 - ENSDARG00000091058
27479 chr2 57978989 58038804 + ENSDARG00000091059
27480 chr1 48163758 48163872 - ENSDARG00000091060
27481 chr6 53100112 53113125 - ENSDARG00000091061
27482 chr4 53218886 53221635 + ENSDARG00000091062
27483 Zv9_NA437 27118 33285 + ENSDARG00000091063
27484 chr10 37385493 37386458 - ENSDARG00000091064
27485 chr19 12758862 12758997 - ENSDARG00000091065
27486 chr7 76859940 76860314 + ENSDARG00000091066
27487 chr4 45792296 45792402 - ENSDARG00000091067
27488 chr17 49629200 49636494 - ENSDARG00000091068
27489 chr5 44890980 44891095 - ENSDARG00000091069
27490 Zv9_scaffold3456 143350 143491 - ENSDARG00000091070
27491 chr4 56047696 56047859 - ENSDARG00000091071
27492 chr2 55936475 55962017 + ENSDARG00000091072
27493 chr23 35596572 35599057 - ENSDARG00000091073
27494 chr24 12745006 12745891 + ENSDARG00000091074
27495 chr19 3370387 3370932 - ENSDARG00000091075
27496 chr8 41203303 41205534 - ENSDARG00000091076
27497 Zv9_NA331 1740 8813 + ENSDARG00000091077
27498 chr19 49794785 49795961 + ENSDARG00000091078
27499 chr16 58305026 58307187 + ENSDARG00000091079
27500 chr17 39699333 39699447 - ENSDARG00000091080
27501 chr21 42978932 42979049 + ENSDARG00000091081
27502 Zv9_scaffold3530 1373631 1373737 - ENSDARG00000091082
27503 chr2 48528111 48529568 - ENSDARG00000091083
27504 chr1 12169739 12169820 + ENSDARG00000091084
27505 chr18 10137808 10138401 + ENSDARG00000091085
27506 chr8 25649690 25660880 - ENSDARG00000091086
27507 chr6 23267189 23269528 - ENSDARG00000091087
27508 chr15 44184123 44196691 + ENSDARG00000091088
27509 chr11 4015832 4015946 - ENSDARG00000091089
27510 chr9 50511653 50556206 - ENSDARG00000091090
27511 chr11 12723913 12724207 - ENSDARG00000091091
27512 chr21 41576791 41583017 + ENSDARG00000091092
27513 Zv9_NA113 22 9777 - ENSDARG00000091094
27514 chr7 4005200 4010394 - ENSDARG00000091095
27515 chr20 54661790 54668176 + ENSDARG00000091096
27516 chr4 30724580 30724686 - ENSDARG00000091097
27517 chr17 50588587 50593747 - ENSDARG00000091098
27518 chr13 9539138 9580225 + ENSDARG00000091099
27519 chr17 53937141 53939021 + ENSDARG00000091101
27520 Zv9_scaffold3494 180937 181020 - ENSDARG00000091102
27521 chr16 52339308 52358047 + ENSDARG00000091103
27522 Zv9_scaffold3480 78800 78906 + ENSDARG00000091104
27523 chr10 16088337 16089857 - ENSDARG00000091105
27524 chr4 56651163 56651326 + ENSDARG00000091106
27525 chr16 55188690 55279002 + ENSDARG00000091107
27526 chr24 20435541 20461430 - ENSDARG00000091108
27527 chr9 3510 10659 - ENSDARG00000091109
27528 Zv9_NA765 13761 28225 + ENSDARG00000091110
27529 chr7 23956440 23957021 - ENSDARG00000091111
27530 chr4 53134020 53134126 - ENSDARG00000091112
27531 chr13 22569388 22569502 - ENSDARG00000091113
27532 Zv9_NA454 5703 17087 + ENSDARG00000091114
27533 chr4 28010007 28010087 + ENSDARG00000091115
27534 chr19 23336919 23406026 + ENSDARG00000091116
27535 chr16 40770424 40770538 + ENSDARG00000091117
27536 chr15 34569182 34569296 + ENSDARG00000091118
27537 chr21 21846548 21852210 - ENSDARG00000091119
27538 Zv9_NA607 835 8184 - ENSDARG00000091120
27539 chr22 142643 145906 + ENSDARG00000091121
27540 chr6 213585 216407 + ENSDARG00000091124
27541 chr6 24643486 24643583 + ENSDARG00000091125
27542 chr11 30550587 30554461 + ENSDARG00000091126
27543 chr23 35189908 35198133 - ENSDARG00000091127
27544 chr10 43033551 43100332 + ENSDARG00000091128
27545 chr2 49009151 49012479 + ENSDARG00000091129
27546 chr6 58374317 58402485 + ENSDARG00000091130
27547 chr22 745665 789091 + ENSDARG00000091131
27548 chr4 56035904 56036067 - ENSDARG00000091132
27549 chr8 41028257 41028363 - ENSDARG00000091133
27550 chr8 41027727 41027833 - ENSDARG00000091134
27551 chr20 20785545 20794779 + ENSDARG00000091135
27552 chr5 30486928 30489465 + ENSDARG00000091136
27553 chr21 41207207 41208215 - ENSDARG00000091137
27554 chr9 58175053 58179976 - ENSDARG00000091138
27555 chr17 25705995 25706109 - ENSDARG00000091139
27556 chr3 25926310 25948229 + ENSDARG00000091140
27557 chr12 2905454 2905617 - ENSDARG00000091141
27558 Zv9_NA28 112492 120699 + ENSDARG00000091142
27559 chr10 37457939 37458880 + ENSDARG00000091143
27560 chr16 20209211 20213066 - ENSDARG00000091144
27561 chr4 28015008 28015089 + ENSDARG00000091145
27562 Zv9_scaffold3531 108028 192224 + ENSDARG00000091146
27563 chr5 44741758 44741873 - ENSDARG00000091147
27564 chr9 23245586 23246693 - ENSDARG00000091148
27565 chr3 7944095 7952874 + ENSDARG00000091149
27566 chr12 11445703 11460368 - ENSDARG00000091150
27567 chr4 38893883 38914418 - ENSDARG00000091151
27568 chr4 37784316 37784479 - ENSDARG00000091152
27569 chr7 74841687 74845689 - ENSDARG00000091153
27570 chr4 45800750 45800856 - ENSDARG00000091154
27571 chr12 2911176 2911339 - ENSDARG00000091155
27572 chr23 43010133 43024136 - ENSDARG00000091156
27573 Zv9_NA118 9407 20981 + ENSDARG00000091157
27574 Zv9_NA414 712 795 - ENSDARG00000091158
27575 chr5 13586476 13586611 + ENSDARG00000091159
27576 chr4 41844553 41873753 - ENSDARG00000091160
27577 chr16 49465831 49488097 + ENSDARG00000091161
27578 Zv9_scaffold3530 880106 880212 - ENSDARG00000091162
27579 chr9 156242 160683 + ENSDARG00000091163
27580 chr4 51302218 51302324 + ENSDARG00000091164
27581 chr4 30739381 30739487 - ENSDARG00000091165
27582 chr1 59741975 59743179 - ENSDARG00000091166
27583 chr22 33867088 33867198 + ENSDARG00000091167
27584 chr8 40312308 40312414 - ENSDARG00000091168
27585 chr5 10804460 10815764 - ENSDARG00000091169
27586 chr4 45779084 45779190 - ENSDARG00000091170
27587 chr13 38241964 38251948 - ENSDARG00000091171
27588 chr10 37432820 37434043 - ENSDARG00000091172
27589 chr4 772477 789700 - ENSDARG00000091173
27590 chr22 9904622 9909033 + ENSDARG00000091174
27591 Zv9_scaffold3521 119259 119422 + ENSDARG00000091175
27592 chr4 33881437 33888021 + ENSDARG00000091176
27593 chr2 47419289 47422014 + ENSDARG00000091177
27594 chr21 38157344 38158396 + ENSDARG00000091178
27595 chr5 72324761 72324871 + ENSDARG00000091179
27596 chr9 36400506 36400620 + ENSDARG00000091180
27597 chr4 46857938 46858044 + ENSDARG00000091181
27598 chr16 48009438 48009552 - ENSDARG00000091182
27599 chr5 44802905 44803020 - ENSDARG00000091183
27600 chr1 24577053 24579102 + ENSDARG00000091184
27601 chr17 13497859 13502676 - ENSDARG00000091185
27602 chr4 37945249 37945397 - ENSDARG00000091186
27603 chr21 36375402 36415100 - ENSDARG00000091187
27604 chr5 44101221 44101318 - ENSDARG00000091188
27605 chr25 9357356 9357470 + ENSDARG00000091189
27606 Zv9_scaffold3480 68230 68336 + ENSDARG00000091190
27607 chr25 4242160 4280180 - ENSDARG00000091191
27608 chr5 54168993 54275750 + ENSDARG00000091192
27609 chr16 58468088 58470025 + ENSDARG00000091193
27610 chr20 16711905 16712019 + ENSDARG00000091194
27611 chr10 38032364 38041744 + ENSDARG00000091195
27612 chr4 56029943 56030106 - ENSDARG00000091196
27613 chr5 44006683 44006780 - ENSDARG00000091197
27614 chr10 10278920 10291921 + ENSDARG00000091198
27615 Zv9_scaffold3465 261782 270523 - ENSDARG00000091199
27616 chr20 30365091 30365205 - ENSDARG00000091200
27617 chr17 142093 145637 - ENSDARG00000091201
27618 Zv9_NA892 22570 27716 + ENSDARG00000091202
27619 chr10 37436831 37440089 - ENSDARG00000091203
27620 chr4 32414771 32414877 - ENSDARG00000091204
27621 chr7 76856718 76857104 - ENSDARG00000091205
27622 chr16 43699892 43701610 - ENSDARG00000091206
27623 chr15 3057298 3061793 - ENSDARG00000091207
27624 chr16 57691461 57713739 - ENSDARG00000091208
27625 chr10 37894303 37900774 + ENSDARG00000091209
27626 chr4 34571247 34571353 - ENSDARG00000091210
27627 chr13 12523132 12529475 - ENSDARG00000091211
27628 chr13 25865940 25944797 - ENSDARG00000091212
27629 chr4 38344172 38393071 - ENSDARG00000091213
27630 chr4 32674066 32686879 + ENSDARG00000091214
27631 chr16 49466011 49480219 + ENSDARG00000091215
27632 chr15 30710156 30711536 - ENSDARG00000091216
27633 chr23 41563198 41563920 - ENSDARG00000091217
27634 Zv9_NA580 30189 30335 - ENSDARG00000091218
27635 chr13 52854666 52862666 + ENSDARG00000091219
27636 Zv9_NA384 70701 79190 + ENSDARG00000091220
27637 chr23 21084297 21089394 + ENSDARG00000091221
27638 chr17 30650397 30664844 + ENSDARG00000091222
27639 chr1 36837390 36853526 + ENSDARG00000091223
27640 Zv9_NA931 3544 4422 - ENSDARG00000091224
27641 chr5 44833507 44833622 - ENSDARG00000091225
27642 chr15 30795768 30797799 - ENSDARG00000091226
27643 chr11 12673485 12673779 + ENSDARG00000091227
27644 chr12 34668799 34675762 + ENSDARG00000091228
27645 Zv9_scaffold3530 485697 490935 + ENSDARG00000091229
27646 chr22 8222212 8238470 + ENSDARG00000091230
27647 chr25 11051080 11056129 + ENSDARG00000091231
27648 chr18 47106512 47122032 - ENSDARG00000091232
27649 chr17 48645190 48658617 - ENSDARG00000091233
27650 chr7 21397519 21398924 - ENSDARG00000091234
27651 chr4 40292880 40295253 + ENSDARG00000091235
27652 chr5 4500674 4502906 + ENSDARG00000091236
27653 Zv9_NA46 6724 6834 - ENSDARG00000091237
27654 chr24 1880649 2005132 - ENSDARG00000091238
27655 chr4 51305389 51305495 + ENSDARG00000091239
27656 chr17 11258437 11258518 - ENSDARG00000091240
27657 chr8 37379029 37452039 + ENSDARG00000091241
27658 chr16 57989199 57990261 + ENSDARG00000091242
27659 chr20 47461855 47469312 - ENSDARG00000091243
27660 chr3 17608855 17638668 + ENSDARG00000091245
27661 chr4 30731448 30731554 - ENSDARG00000091246
27662 chr24 2589572 2676570 - ENSDARG00000091247
27663 Zv9_scaffold3489 146194 146270 + ENSDARG00000091248
27664 chr24 20640783 20662709 - ENSDARG00000091249
27665 chr4 44019094 44019193 + ENSDARG00000091250
27666 Zv9_scaffold3465 23398 38022 - ENSDARG00000091251
27667 chr17 21824058 21831318 - ENSDARG00000091252
27668 chr8 1106706 1120107 - ENSDARG00000091253
27669 chr1 59422998 59429026 - ENSDARG00000091254
27670 chr4 32417945 32418051 - ENSDARG00000091255
27671 Zv9_NA876 3713 7805 + ENSDARG00000091256
27672 chr18 40026247 40026361 - ENSDARG00000091257
27673 chr4 38165414 38165577 + ENSDARG00000091258
27674 chr22 28872797 28872880 + ENSDARG00000091259
27675 chr2 414631 447851 + ENSDARG00000091260
27676 chr2 7151503 7153771 - ENSDARG00000091262
27677 chr4 32461615 32461721 - ENSDARG00000091263
27678 chr14 4376167 4380322 - ENSDARG00000091264
27679 chr7 7288539 7289624 - ENSDARG00000091265
27680 chr2 8402160 8416146 - ENSDARG00000091266
27681 chr25 5503064 5505218 - ENSDARG00000091267
27682 chr25 7872373 7873238 + ENSDARG00000091268
27683 chr22 8740094 8750270 - ENSDARG00000091269
27684 chr1 29885835 29897672 - ENSDARG00000091270
27685 chr21 6351085 6374255 + ENSDARG00000091271
27686 chr9 34892129 34892221 - ENSDARG00000091272
27687 chr25 7797809 7800042 - ENSDARG00000091273
27688 chr16 37066051 37067655 - ENSDARG00000091274
27689 chr4 48926531 49004033 - ENSDARG00000091276
27690 chr14 789511 790737 + ENSDARG00000091277
27691 chr2 39264719 39267386 - ENSDARG00000091278
27692 chr17 53347159 53400632 + ENSDARG00000091279
27693 chr2 45496347 45503631 + ENSDARG00000091280
27694 chr3 59548098 59551371 + ENSDARG00000091281
27695 chr4 42940430 42940536 - ENSDARG00000091282
27696 Zv9_scaffold3494 181821 181904 - ENSDARG00000091283
27697 chr4 48202130 48220622 + ENSDARG00000091284
27698 chr14 36630529 36631399 - ENSDARG00000091285
27699 Zv9_scaffold3453 133962 134063 - ENSDARG00000091286
27700 chr17 20049384 20059965 - ENSDARG00000091287
27701 chr1 58265629 58267053 + ENSDARG00000091288
27702 chr8 41031413 41031519 - ENSDARG00000091289
27703 chr5 44812716 44812831 - ENSDARG00000091290
27704 chr5 44865295 44865410 - ENSDARG00000091291
27705 Zv9_scaffold3465 322620 326625 - ENSDARG00000091292
27706 chr18 38106544 38139616 - ENSDARG00000091293
27707 chr23 37556782 37562687 + ENSDARG00000091294
27708 Zv9_scaffold3530 990495 991026 - ENSDARG00000091295
27709 chr9 50020919 50021872 - ENSDARG00000091296
27710 Zv9_scaffold3480 69290 69396 + ENSDARG00000091297
27711 chr11 3234969 3252091 + ENSDARG00000091298
27712 chr7 65374933 65396157 - ENSDARG00000091299
27713 Zv9_scaffold3521 91854 92017 + ENSDARG00000091300
27714 chr7 53052702 53052816 - ENSDARG00000091301
27715 chr22 37427765 37441772 - ENSDARG00000091302
27716 Zv9_NA109 458 541 - ENSDARG00000091303
27717 chr11 37935135 37941957 + ENSDARG00000091304
27718 chr12 20003701 20009082 + ENSDARG00000091305
27719 chr2 23401869 23453652 + ENSDARG00000091306
27720 Zv9_scaffold3538 58371 58471 - ENSDARG00000091307
27721 Zv9_NA760 1165 19454 + ENSDARG00000091308
27722 Zv9_NA963 18828 31648 - ENSDARG00000091309
27723 chr5 44877527 44877642 - ENSDARG00000091310
27724 Zv9_NA735 96544 97323 - ENSDARG00000091311
27725 chr4 28006749 28006830 + ENSDARG00000091312
27726 chr7 7244371 7244682 + ENSDARG00000091313
27727 Zv9_scaffold3453 148300 148463 + ENSDARG00000091314
27728 Zv9_scaffold3510 73044 73856 + ENSDARG00000091315
27729 Zv9_scaffold3561 173745 184762 - ENSDARG00000091316
27730 chr10 34641111 34650021 - ENSDARG00000091317
27731 chr3 10110254 10110368 + ENSDARG00000091318
27732 chr11 15540726 15540844 - ENSDARG00000091319
27733 chr1 55306353 55324593 + ENSDARG00000091320
27734 chr14 256879 261961 + ENSDARG00000091321
27735 chr15 31817793 31879951 + ENSDARG00000091322
27736 Zv9_scaffold3456 158258 158421 - ENSDARG00000091323
27737 Zv9_NA941 933 1581 + ENSDARG00000091324
27738 chr10 39466850 39466960 + ENSDARG00000091325
27739 chr8 88184 136657 + ENSDARG00000091326
27740 chr4 50795269 50797454 + ENSDARG00000091327
27741 Zv9_NA41 1350 60360 - ENSDARG00000091328
27742 Zv9_NA591 10243 10359 + ENSDARG00000091330
27743 Zv9_NA414 1066 1149 - ENSDARG00000091331
27744 chr1 24454561 24458030 - ENSDARG00000091332
27745 chr4 32467964 32468070 - ENSDARG00000091333
27746 chr16 47803851 47804798 - ENSDARG00000091334
27747 Zv9_NA688 752 11728 + ENSDARG00000091335
27748 chr5 44122821 44122918 - ENSDARG00000091336
27749 chr11 12663286 12663569 - ENSDARG00000091337
27750 chr4 32419527 32419633 - ENSDARG00000091338
27751 Zv9_scaffold3453 100972 112983 - ENSDARG00000091339
27752 chr11 43838540 43841971 - ENSDARG00000091340
27753 chr4 32416355 32416461 - ENSDARG00000091341
27754 chr9 38924884 39074306 - ENSDARG00000091342
27755 chr11 12715171 12715465 - ENSDARG00000091343
27756 chr4 32429563 32429669 - ENSDARG00000091344
27757 chr11 12248195 12248489 - ENSDARG00000091345
27758 chr18 40321949 40322063 + ENSDARG00000091346
27759 chr11 12546272 12546523 - ENSDARG00000091347
27760 chr7 18754421 18791672 - ENSDARG00000091348
27761 chr17 48323671 48358046 + ENSDARG00000091349
27762 chr10 45967086 45994332 + ENSDARG00000091350
27763 chr3 17662020 17673215 + ENSDARG00000091351
27764 chr11 42411477 42499689 - ENSDARG00000091353
27765 chr4 56038485 56038648 - ENSDARG00000091354
27766 chr4 61944260 61947925 + ENSDARG00000091355
27767 chr1 13460601 13460698 + ENSDARG00000091356
27768 Zv9_scaffold3530 191806 220712 + ENSDARG00000091357
27769 chr15 5166966 5168651 - ENSDARG00000091358
27770 chr1 59918686 59926949 - ENSDARG00000091359
27771 chr4 32435369 32435475 - ENSDARG00000091360
27772 chr9 56894635 56898229 + ENSDARG00000091361
27773 chr23 23955748 24018694 - ENSDARG00000091362
27774 Zv9_scaffold3561 108992 120408 + ENSDARG00000091363
27775 chr4 44111151 44237093 + ENSDARG00000091364
27776 chr12 5805417 5805552 - ENSDARG00000091365
27777 chr17 33893978 33913347 - ENSDARG00000091366
27778 chr23 7111964 7119387 - ENSDARG00000091367
27779 chr16 36719344 36723334 - ENSDARG00000091368
27780 chr25 38472000 38472916 - ENSDARG00000091369
27781 chr7 27352319 27354247 + ENSDARG00000091371
27782 chr4 42703563 42719701 + ENSDARG00000091373
27783 Zv9_scaffold3480 83031 83137 + ENSDARG00000091374
27784 Zv9_NA506 1654 10845 + ENSDARG00000091375
27785 chr19 11943825 11945657 - ENSDARG00000091376
27786 chr25 10767417 10775864 - ENSDARG00000091377
27787 chr4 879455 884019 - ENSDARG00000091378
27788 chr4 51316776 51316882 + ENSDARG00000091379
27789 Zv9_NA965 195 3458 + ENSDARG00000091380
27790 chr4 29035813 29051437 - ENSDARG00000091381
27791 chr7 7238988 7239299 + ENSDARG00000091382
27792 chr11 138989 140910 - ENSDARG00000091383
27793 Zv9_scaffold3532 7899 8876 + ENSDARG00000091384
27794 chr16 12333838 12341062 + ENSDARG00000091385
27795 chr4 41539718 41539804 - ENSDARG00000091386
27796 chr22 3250157 3282385 - ENSDARG00000091387
27797 chr15 36770285 36771853 + ENSDARG00000091388
27798 Zv9_NA915 13629 13717 + ENSDARG00000091389
27799 chr6 17293919 17295680 - ENSDARG00000091390
27800 chr17 52624474 52640871 + ENSDARG00000091391
27801 chr7 73648397 73648514 + ENSDARG00000091392
27802 chr4 58217168 58233349 - ENSDARG00000091393
27803 Zv9_scaffold3493 10185 14280 + ENSDARG00000091394
27804 chr12 41246225 41349008 + ENSDARG00000091395
27805 Zv9_NA255 1923 25160 - ENSDARG00000091396
27806 chr9 20526755 20546656 + ENSDARG00000091397
27807 chr13 7362553 7453879 + ENSDARG00000091398
27808 chr1 58347096 58355615 + ENSDARG00000091399
27809 chr14 11830993 11831207 - ENSDARG00000091400
27810 Zv9_NA129 4183 8616 + ENSDARG00000091401
27811 chr5 72581787 72589323 - ENSDARG00000091402
27812 chr5 22851382 22851496 - ENSDARG00000091403
27813 chr13 38155393 38208845 - ENSDARG00000091404
27814 chr10 42 1219 - ENSDARG00000091405
27815 chr3 58085161 58090049 + ENSDARG00000091406
27816 chr4 36401061 36401224 - ENSDARG00000091407
